X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,y
-148.5373308,22063.33865,2.171835615,0.772314161,95,-153.7821621,-23648.95337,-2.171835615,-0.772314161,-296.8445591,718.7758642,-4068,2044,-26,-242,1275,4515,-2103,2061,-6734,-1014,-2393,2398,-2376,5425,-3819,-7306,7473,-512,-369,-4787,2924,-2364,3149,-3524,1439,1940,97,-1.59533E+15
-416.3298837,173330.5721,2.619437585,-0.997630287,-11,-153.7821621,-23648.95337,-2.619437585,0.997630287,-657.4603963,-387.5456695,-2210,2538,2159,417,-1744,2061,-682,1751,-3629,-836,3296,706,3306,2317,7524,8063,6131,-426,-302,-2498,-6182,-8,156,-1325,4356,-517,8,-2.16802E+18
969.6838465,940286.7621,2.986630161,0.876375079,31,-153.7821621,-23648.95337,-2.986630161,-0.876375079,-403.1738111,-848.8163032,2518,7002,-4009,96,-2009,494,241,-1112,3709,-1028,1411,-2778,2411,-5729,3847,2045,5856,1122,290,3750,-5757,-1777,-4820,-3905,460,-2333,-48,8.06141E+20
-246.0566511,60543.87556,2.391035109,-0.848118662,30,-153.7821621,-23648.95337,-2.391035109,0.848118662,516.7017924,186.4036935,3281,1266,-2297,710,3780,3922,108,-2555,-7079,-723,-1782,8309,2600,-2921,1195,1732,-6595,-56,43,-339,-3004,103,-2050,2474,-2766,-2229,-120,-5.46067E+16
492.1324005,242194.2997,2.692081959,0.890137161,94,-153.7821621,-23648.95337,-2.692081959,-0.890137161,-415.7623855,-900.490037,-1594,-2104,-3903,1123,2366,-7730,1804,4448,557,-819,-1288,-3422,-4273,-5393,2693,-5459,7263,944,337,402,-1415,-1390,-3334,-4029,4186,-983,-125,6.99155E+18
-71.31958648,5086.483416,1.853208816,-0.805811486,-54,-153.7821621,-23648.95337,-1.853208816,0.805811486,427.2567114,-841.4885603,-773,-1796,4287,1199,4135,-5351,-2171,5088,942,576,-2497,6890,-154,-7061,-6171,-5818,-6065,-1093,-75,879,-5914,2463,-8609,276,-518,537,-21,-9.38619E+12
686.9423057,471889.7314,2.836920263,0.875507645,59,-153.7821621,-23648.95337,-2.836920263,-0.875507645,-906.5336876,692.5711696,-1504,-6635,4697,598,2448,-1289,1047,230,1838,-676,-2091,-4613,-4347,222,2905,-1782,-1843,-867,50,3627,1991,-1746,5764,-1422,1819,2211,120,7.21841E+19
-843.735965,711890.3787,2.926206562,-0.9762589,75,-153.7821621,-23648.95337,-2.926206562,0.9762589,-474.75896,-744.6949729,2122,688,5950,456,144,-5054,-1054,-2259,-2114,-380,-820,987,-635,-5625,-7583,-3090,2991,-142,396,-1294,7487,2966,-7290,2747,2991,-396,-59,-3.04401E+20
549.5712171,302028.5227,2.740023979,0.206011496,94,-153.7821621,-23648.95337,-2.740023979,-0.206011496,556.7123489,412.208495,-2450,6445,5057,978,-277,-2248,1906,-2187,-4375,1755,2703,-7098,4943,-5627,6036,-3070,986,817,-54,3635,1084,-1079,-1234,-4359,-3389,1566,82,1.51415E+19
771.2423881,594814.8212,2.887190891,-0.999826869,-66,-153.7821621,-23648.95337,-2.887190891,0.999826869,-35.58525856,248.4928981,444,-7945,1792,1062,2520,-9101,598,3571,2185,1435,-3566,1004,-2180,1707,1179,-4662,-89,19,389,-4550,-2945,-3450,3687,-76,2055,-301,-85,1.62307E+20
-3.421413029,11.70606712,0.534205505,0.276183015,48,-153.7821621,-23648.95337,-0.534205505,-0.276183015,389.9020579,844.1725947,932,-7716,6471,-72,-2983,3753,-2,1467,-6732,503,-1195,-2554,-2838,5901,-5380,-6893,-5470,590,-109,758,7372,-1312,-8126,345,2822,1100,14,601727029.5
994.3181732,988668.6295,2.997525377,0.999991602,95,-153.7821621,-23648.95337,-2.997525377,-0.999991602,-580.8739564,134.6005228,890,2793,-4066,-324,-711,6081,-1384,-3060,-367,-1677,2318,3301,-108,3648,-3932,-8570,-5220,-755,-107,-1160,-327,-419,2833,1476,1966,-451,84,9.60899E+20
-59.34193019,3521.464679,1.773361668,-0.341328791,82,-153.7821621,-23648.95337,-1.773361668,0.341328791,-932.4241988,590.3150937,-3619,6548,3350,-270,-1575,5323,1597,3209,4268,-82,-1039,-2536,828,3994,-388,7760,-1685,370,206,446,-7012,306,5800,1515,-175,-2375,66,-2.59118E+12
-979.4399841,959302.6825,2.990977829,0.672013036,-81,-153.7821621,-23648.95337,-2.990977829,-0.672013036,170.8219957,506.6484563,-2118,-130,3629,177,2013,1406,1926,-5113,-3605,-1608,2048,424,-5491,-3403,-7428,-8842,5431,-925,65,-2136,-5809,-1277,7410,3856,-1762,-1905,55,-8.64659E+20
374.394179,140171.0012,2.573329088,-0.518121494,51,-153.7821621,-23648.95337,-2.573329088,0.518121494,-220.2830456,520.6903324,1993,-5209,-3816,-698,1616,-7835,-751,1612,5579,419,1415,5115,4156,-3566,1770,4125,1913,-585,267,2693,-6748,-2734,1044,3912,1825,775,-83,1.03111E+18
318.3266817,101331.8763,2.502873042,-0.855141472,-53,-153.7821621,-23648.95337,-2.502873042,0.855141472,208.7240373,261.1906619,-1563,-8551,-1786,557,-1534,-1046,2154,2349,2513,1314,4049,-8028,1613,421,-7228,-6577,-5959,-755,135,4024,5145,-3054,3125,2626,-2717,1955,155,3.31216E+17
-646.4399295,417884.5824,2.810528174,0.665495267,19,-153.7821621,-23648.95337,-2.810528174,-0.665495267,-27.14029334,-76.67476297,2776,-9102,4753,-1211,984,2749,-1569,2996,-1936,-696,-1001,5774,3410,6073,-5179,7296,4057,-1202,347,4765,1962,2564,4381,-2005,2161,-2177,78,-4.71734E+19
-928.3360264,861807.7779,2.967705205,0.999989407,-56,-153.7821621,-23648.95337,-2.967705205,-0.999989407,0.213238828,-241.0853244,3819,4747,-2495,1066,1537,7260,2288,2211,4348,-802,213,4197,-4840,-3058,2959,-6308,7543,1303,-317,4603,5067,-3569,6071,1181,-3540,-2331,171,-5.94205E+20
668.2050183,446497.9465,2.824909733,0.815861166,95,-153.7821621,-23648.95337,-2.824909733,-0.815861166,-814.2755294,-731.7042931,1532,-9624,3364,1219,2580,2159,279,-4181,-5278,1842,2325,3341,5020,3339,878,-2560,-2343,-439,181,-3755,4945,3275,-4334,-3154,-3975,17,-129,5.94796E+19
208.1807772,43339.23599,2.318440626,0.741740698,29,-153.7821621,-23648.95337,-2.318440626,-0.741740698,345.6625016,322.7828193,-2851,6346,559,-1152,-3368,6899,-1869,2064,-4411,584,1139,-1060,1865,1411,4022,6081,1679,708,92,-1533,3847,950,1383,3765,4597,-1702,136,1.69467E+16
347.8606779,121007.0512,2.541405339,0.755296653,-75,-153.7821621,-23648.95337,-2.541405339,-0.755296653,-648.2256288,-13.09545307,-1409,9275,2180,1290,1139,-6351,-1286,2140,-2792,-1496,-1528,-2308,309,2398,5034,-6523,-3681,-498,-124,-1192,-4524,-2587,-6634,-3868,4459,-212,48,6.16364E+17
-305.1619435,93123.81175,2.484530372,0.414557124,-91,-153.7821621,-23648.95337,-2.484530372,-0.414557124,-730.5595869,215.888331,-824,8714,-4951,-91,4050,2432,1643,-362,5686,445,3882,2829,-411,3900,-6809,-7081,6943,846,-21,2821,-6602,2711,-4688,3762,-2104,-2372,114,-2.46441E+17
-468.089319,219107.6106,2.670328731,-0.007986255,78,-153.7821621,-23648.95337,-2.670328731,0.007986255,-309.7009868,982.3478528,2375,8448,5308,1371,-498,4597,1627,-4718,5520,885,-659,2565,-267,993,-5937,3883,1530,536,341,-1639,-4098,1671,-5677,-2403,-3464,-1470,5,-4.92381E+18
48.77727007,2379.222076,1.68821749,-0.996591884,45,-153.7821621,-23648.95337,-1.68821749,0.996591884,621.5232965,894.926569,926,-1332,-3879,-1002,3289,-8957,1241,2498,5428,-1105,-3179,-8427,548,4661,-4882,7215,4306,-319,157,-4057,4742,2446,6536,-2176,3996,-2145,-105,6.57652E+11
351.3035585,123414.1902,2.545682549,-0.526789179,52,-153.7821621,-23648.95337,-2.545682549,0.526789179,739.5269714,912.9159007,1836,-8247,-5953,1086,-3956,-8942,2348,-2183,1873,-1981,3399,-7025,-483,2006,1519,8810,-569,245,345,-4471,-7697,-2128,4836,4348,-1819,-195,71,6.60356E+17
-872.882572,761923.9845,2.940955822,0.461943865,78,-153.7821621,-23648.95337,-2.940955822,-0.461943865,-863.3533277,119.5509981,2649,-5843,-195,-348,-1613,-203,-903,-3980,-640,-1037,4080,-2229,5449,-4134,1313,-8178,-2900,-814,274,-3908,3171,-1891,680,-3171,1658,-1227,-161,-3.86092E+20
510.7156104,260830.4347,2.708179133,0.978692118,37,-153.7821621,-23648.95337,-2.708179133,-0.978692118,466.1556588,820.7443469,2913,3221,-1546,-1006,1568,-2745,-2117,-4249,-5523,-1898,-2852,3322,4007,6520,6098,3122,7271,737,196,4022,3810,3174,3533,-3855,37,-2318,163,9.06262E+18
461.356662,212849.9695,2.664036796,0.441669021,7,-153.7821621,-23648.95337,-2.664036796,-0.441669021,-404.6437011,675.5038158,2694,-1776,-1219,-546,459,-4417,1811,1471,-478,-1834,-830,1726,142,-366,207,4124,6665,204,-130,-910,-5146,-1890,-2459,311,2673,-285,150,4.44895E+18
-324.4529949,105269.7459,2.511151787,0.763652445,70,-153.7821621,-23648.95337,-2.511151787,-0.763652445,762.9796897,-454.1954623,999,-1656,-3943,-126,140,-4278,1477,560,6755,1366,1495,-6272,1896,-3565,163,2933,3873,558,-204,-3629,6943,12,-1117,-254,-4141,1373,13,-3.78497E+17
-4.291511685,18.41707255,0.632610299,0.912730863,-13,-153.7821621,-23648.95337,-0.632610299,-0.912730863,804.2437983,342.8514964,2207,4395,-3933,655,-691,-2328,352,-2553,1632,-149,1987,-1141,5064,-413,2445,-1556,5218,-1071,160,4429,-7066,4522,1790,1905,3520,372,174,40921213.19
-504.3382267,254357.0469,2.702721887,-0.993666668,81,-153.7821621,-23648.95337,-2.702721887,0.993666668,831.355899,-481.7175095,96,-2435,5939,385,360,-3282,2219,2244,3970,1638,2971,1924,-695,-559,-5333,4016,3790,1152,-236,-1587,5073,-3659,-2143,2125,3263,-328,-97,-8.29952E+18
-977.0980571,954720.6132,2.98993815,0.062700674,48,-153.7821621,-23648.95337,-2.98993815,-0.062700674,283.1718038,963.9951358,2412,-7662,-507,802,3504,-2802,885,5058,841,-1889,-3833,-8634,-3195,3285,-2037,3398,5135,-737,372,1315,2481,3635,7614,2662,-3441,-2179,40,-8.5029E+20
672.2732709,451951.3507,2.827545844,-0.027553517,-19,-153.7821621,-23648.95337,-2.827545844,0.027553517,-650.725017,761.2770135,3613,7846,-5167,-1239,-2111,-2663,-487,-1219,-5565,222,-1376,2751,1870,-6863,-3312,-3352,2044,-1209,347,4847,-4256,1618,-244,-2815,-2553,488,-98,6.20613E+19
-930.1029897,865091.5714,2.96853104,-0.190394739,17,-153.7821621,-23648.95337,-2.96853104,0.190394739,-138.8926301,194.345,-366,-6015,2441,1304,-2359,1633,-1463,-1168,-402,1565,-3318,5344,-5055,4535,5727,7265,2417,-838,296,1215,562,-30,5589,-3409,4059,-1435,35,-6.02167E+20
219.4252762,48147.45185,2.341286654,-0.467278042,-10,-153.7821621,-23648.95337,-2.341286654,0.467278042,-622.5180287,148.0246649,-3740,1568,1538,-824,-1903,2095,245,-2966,-3202,-899,3246,5469,494,1117,920,-9174,-3846,-1178,-245,1224,-2165,4406,7636,-1781,2449,2217,-7,2.4491E+16
750.8571683,563786.4872,2.875557331,-0.016523339,52,-153.7821621,-23648.95337,-2.875557331,0.016523339,266.2349231,579.4707265,-615,7780,-2138,144,2637,-5045,-132,2274,-6722,846,-146,-6378,-4012,3155,3177,-8139,5672,435,268,690,-5506,-2757,-2218,-4325,379,-2009,163,1.34555E+20
-576.7859576,332682.0409,2.761014679,0.954234831,83,-153.7821621,-23648.95337,-2.761014679,-0.954234831,-259.1529992,137.0236076,-2298,-5940,4941,691,4073,-6134,253,218,-4782,-1394,-2021,-4095,3803,1677,-6961,7843,4758,-1209,49,-3732,-4827,-1135,-6971,3575,454,-149,10,-2.12375E+19
516.6035291,266879.2063,2.713157369,0.982293467,77,-153.7821621,-23648.95337,-2.713157369,-0.982293467,-280.9449717,-457.1772762,-2217,6371,2215,-657,-622,-8459,-1325,608,-4135,-917,-3945,-249,-4571,2905,-802,-510,6418,-1162,-179,-1962,-7281,1319,-5376,-3220,1743,659,151,9.81978E+18
-230.9491692,53337.51875,2.363516404,0.999113541,-53,-153.7821621,-23648.95337,-2.363516404,-0.999113541,695.2390173,-142.6730487,-2801,-4455,-748,363,83,-2507,-925,-4907,2078,-420,-2198,-3576,-3030,-3637,-4574,-6212,1163,-764,204,3468,-4057,-2906,-5224,1894,4036,805,160,-3.50441E+16
-351.9315695,123855.8296,2.546458226,-0.073126995,-72,-153.7821621,-23648.95337,-2.546458226,0.073126995,662.5477071,605.1836017,-172,-3767,-1826,848,-1820,-7642,-846,-2217,-906,655,-1836,-4475,1920,5245,-7118,-5888,-6518,-593,-394,-1390,-6635,3639,6705,-4352,3818,-622,165,-6.68663E+17
201.1699981,40469.36815,2.303563212,0.107858075,100,-153.7821621,-23648.95337,-2.303563212,-0.107858075,323.4012915,240.6236639,3394,1696,1546,509,-1742,5102,-2326,-1320,-5178,-1736,2027,4360,5403,2099,643,-1770,7311,-15,-179,-507,-5828,-2709,3611,-2118,379,-290,-30,1.33334E+16
-956.93844,915731.1779,2.980884,-0.94813595,1,-153.7821621,-23648.95337,-2.980884,0.94813595,511.6252351,474.4217716,-298,9546,4611,-700,1341,7477,-2119,-109,5600,1728,-25,-2318,5396,5620,-4543,-208,-2116,-499,316,-3195,-5399,3782,-1340,-1974,3893,-413,-127,-7.34832E+20
670.4922548,449559.8638,2.826393765,-0.971864057,70,-153.7821621,-23648.95337,-2.826393765,0.971864057,-42.29736819,975.359085,3877,-8004,-2353,-1377,-3270,-4741,-1371,-437,-2563,959,1070,-7977,908,-3471,-296,-5307,7013,-556,-281,4287,-2105,2007,-7970,2456,1153,2354,144,6.09195E+19
102.5879581,10524.28915,2.011096386,0.884116315,35,-153.7821621,-23648.95337,-2.011096386,-0.884116315,88.44619288,-359.9917595,136,1229,3154,208,-1794,6230,-446,-2493,2698,-1104,-318,748,-2003,-4139,-3662,-5432,373,390,251,2599,3896,-1289,2520,-2279,-2224,-2314,-116,1.19584E+14
-569.5260949,324359.9728,2.755513628,0.781972799,-98,-153.7821621,-23648.95337,-2.755513628,-0.781972799,-845.493298,49.349028,75,5162,6524,1275,2731,8822,2118,1501,4114,-579,-3630,8039,-3466,-2685,6933,7642,-3693,-1118,281,2467,-5641,1157,-2782,2567,3076,1290,103,-1.94355E+19
-731.0992864,534506.1666,2.86397636,-0.778204585,-47,-153.7821621,-23648.95337,-2.86397636,0.778204585,972.1008703,-947.2461459,3879,8279,3249,234,2134,-7432,-342,-919,2595,1192,2516,-170,1943,-1712,-7036,5501,5289,1142,12,-777,4556,893,7020,-3047,-1889,2338,78,-1.11644E+20
914.8143555,836885.3051,2.961332971,-0.573599457,-59,-153.7821621,-23648.95337,-2.961332971,0.573599457,865.9806973,-284.191667,1470,-9470,-127,-1117,3289,8635,-1642,-3557,60,397,3136,958,2503,6349,-1484,-8913,3978,500,-35,4221,6202,-2247,-2740,179,-4645,-1973,101,5.36205E+20
-684.3361168,468315.9208,2.835269461,0.506466333,-22,-153.7821621,-23648.95337,-2.835269461,-0.506466333,-490.1191944,-462.1047407,1778,-1177,5987,-499,-3136,-5663,-1268,-3816,-1674,1557,-2733,-6057,-4415,1749,2592,5683,-136,-1044,-198,-456,-4655,45,7083,3163,3393,-2354,144,-7.02888E+19
723.7269558,523780.7066,2.859574749,0.917060701,46,-153.7821621,-23648.95337,-2.859574749,-0.917060701,-101.9857348,553.5014354,3466,-1925,-3107,-723,-1748,-562,1300,-4461,412,1850,-1810,441,2794,-2634,-272,6614,3383,-589,377,294,-3763,-892,-754,1818,-3021,-2430,128,1.03998E+20
-10.95701378,120.0561509,1.039692208,0.999256636,-50,-153.7821621,-23648.95337,-1.039692208,-0.999256636,446.012481,41.59673918,-1267,7128,-734,-1405,-3564,2763,-127,2717,-6818,1434,3655,-2317,3480,5919,-4347,2991,-7449,-662,328,1352,6969,-3764,3211,399,-3291,299,-173,-18689417.03
-428.479121,183594.3572,2.631929664,-0.93996241,2,-153.7821621,-23648.95337,-2.631929664,0.93996241,109.7506262,832.7806826,-3414,1544,1308,-971,-888,5803,-217,-665,-4036,-1275,1682,-1103,-5173,6565,-6110,3540,-5426,674,-383,2728,7505,2063,4671,-3119,4635,-256,-171,-2.6516E+18
417.2104888,174064.592,2.620355218,0.582120449,-64,-153.7821621,-23648.95337,-2.620355218,-0.582120449,-278.8413882,-975.9307178,-833,-6804,-4548,353,2973,-2321,1095,-728,3896,621,2616,-7718,-4316,-1669,-4949,4095,-4111,811,86,-704,3966,-3356,2983,3265,4868,771,-153,2.20032E+18
151.1541481,22847.57649,2.17942007,0.350121443,76,-153.7821621,-23648.95337,-2.17942007,-0.350121443,755.0759301,-176.9001824,884,-7904,-2355,503,643,-2280,2264,-1500,4388,1339,-3249,-656,-2690,2400,-405,-4923,-3574,270,29,4687,-679,3251,-5778,-4281,4778,-1075,5,1.80277E+15
-542.2764821,294063.783,2.73422077,-0.938771432,-58,-153.7821621,-23648.95337,-2.73422077,0.938771432,-229.487213,557.5271577,1695,-7603,-6594,64,-2958,362,1023,4296,6148,-648,-3028,1637,-1589,4890,-6443,-300,7511,-1173,66,-473,2169,-900,-3250,198,-148,699,132,-1.37894E+19
192.7845098,37165.8672,2.285072135,-0.911681484,51,-153.7821621,-23648.95337,-2.285072135,0.911681484,-878.2530082,927.2947941,344,5023,-580,381,2227,-2555,-1651,-1236,-4628,333,-1815,-4418,-226,-2300,-171,3110,1972,979,-229,-715,908,416,2563,-2014,-1237,-426,153,9.89703E+15
684.4192977,468429.7751,2.835322246,-0.433074343,30,-153.7821621,-23648.95337,-2.835322246,0.433074343,-975.2799215,-697.1116654,3259,867,-4100,553,2394,-8817,1862,1756,-90,-283,905,1608,-4426,-1074,-5108,-7462,-1670,-1185,-108,3201,4357,3326,-3199,-1299,-1289,1318,-136,7.03486E+19
984.3540349,968952.866,2.993151326,-0.86013502,-87,-153.7821621,-23648.95337,-2.993151326,0.86013502,-905.7976174,-433.7451538,-3925,4758,5288,-1265,-1932,-7549,-1075,-3921,-4692,-1750,-702,-1886,1766,-7266,2594,5945,-4034,-1309,-130,-1887,-7442,168,1843,-3352,1657,1100,-42,8.95487E+20
120.8466637,14603.91613,2.082234665,0.994528824,-91,-153.7821621,-23648.95337,-2.082234665,-0.994528824,-827.4776819,597.8918021,-976,-3589,96,1416,-520,6827,-87,-1220,-4361,-1019,1864,-1561,878,1558,2573,-7645,5077,-1271,282,1712,-3777,-1837,-5504,1643,3947,-1099,-66,3.76394E+14
-350.3609416,122752.7894,2.544515685,0.997310311,19,-153.7821621,-23648.95337,-2.544515685,-0.997310311,869.0393937,943.162034,-2455,9294,3874,-1397,35,-2886,286,684,-2721,-1079,1677,-3210,4739,-6171,7174,-8771,5283,-375,-149,4204,7416,-2083,-8770,838,4861,64,99,-6.48052E+17
441.2915014,194738.1892,2.644725564,0.99477534,-43,-153.7821621,-23648.95337,-2.644725564,-0.99477534,-539.9128902,-259.8216623,3385,4243,-4349,1138,-3049,5875,-2045,-4928,3491,-2028,-2973,4443,3943,-981,-4140,2782,7064,515,-131,1086,-4467,-4109,-6618,-66,330,108,-21,3.25896E+18
760.4398014,578268.6915,2.88106484,0.173496778,60,-153.7821621,-23648.95337,-2.88106484,-0.173496778,-346.2195104,-942.3386992,1899,7364,-1770,1238,-553,1302,1850,-4786,-720,-625,-4052,-3803,-3955,-2370,2214,-102,-5985,659,-77,4105,3836,-124,-8594,3098,-3493,2023,-13,1.47046E+20
363.4330948,132083.6144,2.560424472,-0.836931827,92,-153.7821621,-23648.95337,-2.560424472,0.836931827,-943.546131,412.6211447,-1603,-8402,2172,1458,-1502,8754,403,-338,4703,581,121,7370,1453,6406,4569,-1573,-3014,-705,274,-809,-3096,-2818,7584,492,1391,-1110,-40,8.37474E+17
524.2232996,274810.0678,2.71951632,0.410200215,82,-153.7821621,-23648.95337,-2.71951632,-0.410200215,955.2206209,284.3788095,-1857,-4982,2160,-811,-2063,-319,1186,2320,5674,-1744,3368,-8061,-5065,6925,6458,4852,5253,-51,395,366,1289,4009,4628,3138,-1386,1138,-128,1.08796E+19
854.0868173,729464.2916,2.931502019,-0.413581654,87,-153.7821621,-23648.95337,-2.931502019,0.413581654,-145.3232214,305.8290485,4045,5638,6029,87,-880,3206,-2288,-3274,-2176,-1643,-797,-2555,2473,3615,-1322,3935,-5274,1117,-68,-676,-6485,-4310,3187,2913,587,6,141,3.31523E+20
-622.3010356,387258.5789,2.794000524,-0.262575319,-32,-153.7821621,-23648.95337,-2.794000524,0.262575319,-263.5419887,806.4525719,-283,-6902,6170,1347,608,-6011,1977,-1980,2631,-75,-3223,6118,496,5242,-665,1294,-296,-146,207,-2564,3381,1008,4440,2047,2327,1507,-109,-3.61413E+19
-749.7071757,562060.8493,2.874891668,-0.905886632,56,-153.7821621,-23648.95337,-2.874891668,0.905886632,-988.3867091,589.3321515,-2322,-2213,-4879,35,3750,122,-873,553,-1850,1289,1414,4909,-3437,-7246,5505,-8012,7284,-184,116,-2326,-795,-113,-387,647,-4948,-1836,131,-1.33119E+20
671.9502555,451517.1459,2.827337123,-0.343435414,-83,-153.7821621,-23648.95337,-2.827337123,0.343435414,549.5127456,-67.97663855,534,-9840,1076,154,-2522,5878,528,741,1739,320,2100,-1491,4866,6375,-7293,862,2446,-907,126,-3145,-816,2408,1325,-2716,1444,2017,-37,6.18529E+19
837.8946869,702067.5063,2.923189437,0.789842195,86,-153.7821621,-23648.95337,-2.923189437,-0.789842195,-507.5718261,-584.7975138,4037,7120,6765,-867,-2612,-7745,-843,-2116,7106,-1092,1970,-1102,-3513,6767,6786,-5815,716,-1000,-48,-1489,-7070,1505,-6290,2657,2110,-1553,30,2.89952E+20
-391.3999475,153193.9189,2.592620763,-0.963326226,43,-153.7821621,-23648.95337,-2.592620763,0.963326226,265.9569956,388.7362048,-2851,-7508,-3761,-957,-433,5703,-570,-2839,-4048,-859,2199,3141,5494,-73,3786,3683,3652,822,-367,3844,4178,-3637,6553,2738,4905,2139,101,-1.40717E+18
468.9484729,219912.6702,2.671125126,-0.752050427,-86,-153.7821621,-23648.95337,-2.671125126,0.752050427,-755.3408497,-121.2227295,2282,4574,-4855,1233,3406,-5606,-932,-1568,6457,-1375,302,7973,-3227,-4127,4276,8262,-5803,1293,117,-2036,6277,-3371,-7143,-244,-1976,-1915,163,4.98742E+18
917.056871,840993.3046,2.962396269,-0.284211464,19,-153.7821621,-23648.95337,-2.962396269,0.284211464,-34.50561635,187.8109562,1593,4756,2071,74,-383,457,799,20,-3149,1987,-72,-2969,599,-3515,-1224,1099,-410,-429,-232,-2315,66,3180,-3727,3118,1037,1877,-29,5.45474E+20
898.0327188,806462.764,2.95329216,-0.446437536,-20,-153.7821621,-23648.95337,-2.95329216,0.446437536,384.1972258,198.1304488,483,1735,-1377,-491,-298,-8207,1765,-3685,-1841,-256,-2241,6182,-414,3542,7415,-300,940,-205,-142,709,3861,-1794,5930,-1604,2156,-1583,150,4.71026E+20
196.013102,38421.13614,2.292285102,0.943936274,-9,-153.7821621,-23648.95337,-2.292285102,-0.943936274,613.9629246,-209.6136316,-2427,-3168,-6200,-123,-1341,5378,352,-2939,-2295,209,-1932,-1399,-3195,4760,-4124,-2978,4835,528,67,526,-5018,1261,6725,1030,-2813,1975,-53,1.11172E+16
237.0941458,56213.63396,2.374920831,-0.995385989,84,-153.7821621,-23648.95337,-2.374920831,0.995385989,973.2898578,-168.4614922,-3496,6561,5361,815,535,7367,466,1466,-3045,-1151,-4000,-1306,-2728,5696,2605,-5215,1455,440,337,-3923,-977,-4148,-1433,-345,504,-73,-147,4.21159E+16
-394.0135249,155246.6578,2.59551113,0.967321086,-26,-153.7821621,-23648.95337,-2.59551113,-0.967321086,184.7752104,-933.5005647,3309,-248,4954,-1311,532,7155,781,2981,-1908,1427,-674,1550,-4865,-1063,552,-5235,4965,591,228,-2233,1862,1150,-6112,-3517,4415,154,122,-1.47427E+18
-922.5913537,851174.806,2.96500938,0.8608239,-36,-153.7821621,-23648.95337,-2.96500938,-0.8608239,736.3446541,109.0930097,-3259,-4065,3913,1340,2284,-8002,6,-281,-6316,-551,-2874,2159,-2997,-5682,2742,-3791,-3212,-425,357,2860,4543,-610,1807,3885,-4211,1902,-70,-5.68939E+20
-903.0732389,815541.2749,2.955722973,0.990948513,71,-153.7821621,-23648.95337,-2.955722973,-0.990948513,-974.6580291,242.8638609,631,-3871,-4913,979,-304,4380,1335,-1135,4174,-1693,-1830,1847,-5442,-3660,5564,-4371,4972,-1119,-281,3642,4158,-2804,8313,-2723,-4982,-2062,-37,-4.89847E+20
24.19178216,585.2423242,1.383667863,-0.808123374,-54,-153.7821621,-23648.95337,-1.383667863,0.808123374,-352.371185,380.0944935,1416,8530,296,720,3885,4829,1296,4110,2261,-58,2855,-3306,-4313,5072,6201,8829,-5292,-338,-70,4841,-6488,733,-5791,-2762,151,-2288,-163,4904292364
-241.9743616,58551.59167,2.383769353,0.071665788,-55,-153.7821621,-23648.95337,-2.383769353,-0.071665788,-70.09627299,-367.8591725,-1666,6218,1415,659,4041,5958,2125,758,3680,-1670,-1306,-4447,-2587,4990,6821,-5500,4628,-340,54,-1967,1740,-2669,3630,-1959,-426,1139,145,-4.85719E+16
-269.356016,72552.66336,2.43032668,0.731795112,49,-153.7821621,-23648.95337,-2.43032668,-0.731795112,454.2811719,347.7528375,-642,3960,6184,-1245,1141,-6322,666,1067,6934,476,-556,-4870,-3437,-6995,-881,-9089,1259,273,227,1776,3125,-3814,-7691,-1896,-1829,-2275,104,-1.0287E+17
-913.4176958,834331.887,2.960669421,-0.707367094,43,-153.7821621,-23648.95337,-2.960669421,0.707367094,498.178103,-293.4757339,1294,-9656,-1371,633,-708,4820,2371,2179,-1248,-1243,3831,-545,2502,-5740,-5276,4926,2878,-1247,406,11,245,2455,-3098,4308,-3823,-567,-135,-5.30501E+20
361.1413633,130423.0843,2.557677233,0.141317259,54,-153.7821621,-23648.95337,-2.557677233,-0.141317259,42.3221515,783.1042298,-1780,4841,-2253,377,-2215,-6313,-2370,-472,1962,410,-1860,-1467,-5108,2147,-2941,6193,2349,-880,281,2153,-7413,-334,4431,3719,-3934,-2284,-154,8.01199E+17
767.8526505,589597.6928,2.885277888,0.964631801,78,-153.7821621,-23648.95337,-2.885277888,-0.964631801,308.7663969,-561.2119021,2215,-8801,-4216,-1213,2469,4933,-887,2329,4783,-175,-3181,7393,-1808,5390,-7680,3173,781,1133,91,2013,1721,-1228,-7436,2233,1922,1595,-153,1.57378E+20
959.1684886,920004.1895,2.981894903,-0.832014511,-80,-153.7821621,-23648.95337,-2.981894903,0.832014511,414.5189886,128.3926206,2373,-1913,3438,-1068,-720,-7645,-1203,-2685,2058,-1869,-2485,-3344,4669,1536,3622,-6412,-1013,-49,393,-3986,3125,-318,-7502,-3739,-30,599,138,7.46903E+20
-939.646826,882936.1575,2.972964651,0.305651441,-19,-153.7821621,-23648.95337,-2.972964651,-0.305651441,439.3243561,-411.4286661,-3654,3634,-4691,1187,1023,5943,-778,-5025,3837,-257,3339,722,1286,-5406,-2054,-760,-980,-1125,22,3678,5272,-1729,6897,2830,4775,-815,133,-6.46774E+20
