X1,X2,class
776.5,514,0
1,-266,1
-835.5,-481,0
-799,-282,0
676.5,-346,1
257,349.5,1
-61,-668.5,1
-670.5,-913.5,0
687,382,1
889,-460.5,0
208,-335,1
132,-671,1
-180.5,56,1
-530.5,313.5,1
-964,-100,0
-869,724.5,0
928.5,213.5,0
708,602.5,0
116,88.5,1
733,-721,0
14,-833,0
539,902,0
-289,762,0
138.5,-716.5,1
-500.5,-675.5,0
665,28,1
289,851,0
-357,-583,1
-194.5,-100.5,1
-732,-547,0
520,73.5,1
-216,-302,1
-727,-41.5,1
-249,563,1
165,-433.5,1
519.5,-606,1
-328.5,-35.5,1
206.5,-952.5,0
30.5,905.5,0
501,-357,1
361.5,207,1
-213.5,-602,1
200.5,-474.5,1
563.5,377.5,1
-565,-326,1
-564,-817.5,0
-920,-348.5,0
-269,-191.5,1
-576,796.5,0
-900.5,-699,0
-780.5,-230,0
-462,-690.5,0
606,300,1
25.5,313.5,1
804,587.5,0
921,-419.5,0
880,661,0
-640.5,-374,1
-445.5,-809,0
-261,-365,1
177.5,907.5,0
-97.5,-7,1
708.5,312,1
-375,64.5,1
461,220,1
-796,11.5,1
731,-817.5,0
231.5,682,1
229,157,1
-757.5,-444.5,0
226,832.5,0
-256.5,-256,1
-221.5,857,0
957.5,-621.5,0
-452.5,-777.5,0
672,859.5,0
839.5,-140.5,0
151.5,415,1
727,-379.5,0
118.5,459.5,1
394,891,0
266,-751,1
803.5,367,0
-494,-596.5,1
726.5,539,0
432.5,-373,1
-775.5,335.5,0
-834.5,-602,0
-92.5,969.5,0
-449,980.5,0
366,211.5,1
-220,-423.5,1
4,-213.5,1
728.5,904,0
-964.5,-825.5,0
-216,-125.5,1
527,-594.5,1
793,502,0
20,-957,0
-838,-607,0
649,906,0
-998,868,0
650.5,277.5,1
802,-299.5,0
-583.5,-316.5,1
910.5,693.5,0
925,-247.5,0
-611,-520,0
-885,974,0
133,-279,1
-928.5,694,0
-382.5,874,0
676.5,-678.5,0
137,-501.5,1
1000,199,0
-140.5,178,1
-82.5,-167.5,1
-921.5,998.5,0
49,-757.5,1
-258,710,1
-114,861.5,0
-310,-787.5,0
-914.5,-292.5,0
-778.5,-814.5,0
-519.5,272.5,1
-787,-516,0
-120.5,-286.5,1
-637,-215,1
157.5,-457,1
347,780.5,0
-389.5,-667.5,1
-961.5,874.5,0
-245.5,-226,1
371.5,809.5,0
-936,-677,0
439,-197.5,1
-346.5,66,1
173.5,391.5,1
-98,976.5,0
842,693.5,0
54.5,-649.5,1
823.5,623.5,0
529.5,906,0
-473,260.5,1
187,-758.5,1
-765.5,68,1
463.5,274.5,1
180.5,-255.5,1
303.5,192,1
-270,-722,1
-42.5,-865.5,0
843.5,-678.5,0
-479.5,-253.5,1
177,-956,0
319.5,-418.5,1
851.5,-841,0
-285.5,615.5,1
429.5,585,1
-75,58,1
-969.5,-165.5,0
-49.5,-545.5,1
-434.5,582.5,1
-883,875.5,0
-684.5,-978.5,0
-30,620.5,1
-507.5,-379,1
-468.5,151,1
-985,570.5,0
461,326,1
610.5,-130.5,1
54,-177.5,1
543,998,0
922.5,-987,0
612,576.5,0
-971.5,527,0
280.5,874,0
-978,-594,0
-806.5,-34.5,0
-126,-762,1
260,263,1
175.5,-762,1
880.5,433,0
450,837,0
634.5,842,0
-731.5,-673,0
148.5,262,1
-576,626.5,0
-331,-825,0
632.5,-386.5,1
-642,-580.5,0
-735.5,-348,0
607,870,0
402,512,1
-244.5,-658,1
-714.5,529.5,0
-625,79,1
-172.5,-865.5,0
-470,105,1
548,-780.5,0
809,-8,0
-106.5,20.5,1
-400.5,165.5,1
-366.5,-474,1
703.5,244,1
-888.5,24,0
671.5,115.5,1
325.5,-137.5,1
247,611,1
-260,465.5,1
-153,-424,1
-377,972.5,0
491.5,-695,0
913.5,595.5,0
367,-416.5,1
443.5,-516,1
-287.5,505.5,1
-387.5,932.5,0
688,466,0
3.5,487,1
145,571.5,1
39,-189.5,1
112,872,0
-95.5,-205,1
187,12.5,1
-44,75,1
108.5,50.5,1
282,-179,1
190,-338,1
106,634,1
701.5,-797,0
-302,787.5,0
666,-409.5,1
919.5,29,0
-661.5,79.5,1
-845.5,888,0
44.5,218,1
59,146,1
-343,-64.5,1
523,87.5,1
-729.5,466,0
290.5,369.5,1
751.5,25.5,1
-362.5,-812,0
-217,-907,0
-86,137.5,1
-892,-567,0
666,833,0
-628,224,1
-291.5,326.5,1
87,-211.5,1
691.5,349.5,1
561.5,886.5,0
309,599,1
-76.5,786.5,1
-636.5,-865,0
-395.5,227.5,1
733.5,174,1
-904.5,-191,0
-809,-50.5,0
-893.5,347.5,0
-339.5,-39,1
28,-285.5,1
-78,-593.5,1
-10.5,-174.5,1
976,-617,0
-890,490,0
-673,546,0
-626,-133.5,1
-358,-300.5,1
569.5,-815,0
-445.5,24.5,1
-293.5,-560.5,1
-877,-46.5,0
609,1000,0
449,770.5,0
55,920.5,0
76.5,-678,1
-320,56.5,1
-4.5,298.5,1
899.5,-933.5,0
150,34.5,1
609,-897,0
-232,276,1
-936.5,949.5,0
561.5,230,1
-177,-201.5,1
797,-383.5,0
114,603.5,1
690,-780.5,0
880,-518,0
-478.5,-184.5,1
526,33.5,1
854.5,110,0
-697.5,681.5,0
-460.5,-70.5,1
883,812.5,0
215,-428,1
823,517.5,0
388,-907.5,0
557.5,-940.5,0
-29.5,541,1
918,-827.5,0
-506.5,-231.5,1
875,352.5,0
689.5,288.5,1
-308,400,1
145.5,656,1
422.5,-384,1
-492,177,1
-39,693,1
-808,-461,0
92.5,22.5,1
866.5,95,0
392.5,142.5,1
590,-259,1
866.5,-841.5,0
-512.5,-51.5,1
-285.5,-249,1
516,324,1
-374,978.5,0
979.5,-74,0
-52,-437.5,1
-474.5,275,1
-374.5,-509.5,1
112.5,-512.5,1
62.5,273.5,1
-176,-207,1
-505.5,-794,0
870.5,-514,0
626.5,317,1
-257.5,-999.5,0
217.5,586.5,1
-785,-258.5,0
-952.5,-636,0
-398,537.5,1
-978,585.5,0
361,-923,0
236.5,-277,1
632,445.5,1
-814.5,-929,0
-294.5,264.5,1
-912,658.5,0
416.5,689,0
-974,971,0
-114,-972.5,0
-290.5,516.5,1
-984.5,525,0
-3,-96.5,1
-37.5,34,1
365,839,0
15,-97.5,1
-11.5,-485,1
-608,-628.5,0
428,-144,1
821.5,337.5,0
507,749,0
-654.5,685.5,0
-911.5,852.5,0
435,-821.5,0
348,-909,0
-192,-237,1
979,-512,0
-737.5,-233.5,1
173.5,-786,0
185,-793.5,0
35.5,242.5,1
249.5,-170.5,1
290,700,1
336.5,31,1
856,315.5,0
538,-741,0
519.5,69,1
406.5,523,1
846,353.5,0
-296,212.5,1
-943,-230.5,0
901.5,-811.5,0
504.5,578,1
-25.5,-287,1
-589.5,-230.5,1
-630.5,-841,0
897.5,-713,0
208.5,118,1
974.5,928.5,0
-368,560.5,1
-17.5,-969,0
-396,-709.5,0
207.5,-113,1
-897,-783,0
-341,337,1
-942.5,-770.5,0
610,895,0
901,811,0
-269,134,1
777,-501,0
-60.5,-369,1
576.5,-710,0
-238,773.5,0
294.5,83.5,1
-522.5,396.5,1
-511.5,-196.5,1
-698.5,-227,1
412.5,186.5,1
-935,-241,0
444.5,-429.5,1
99.5,-647.5,1
769.5,-341.5,0
794.5,-971.5,0
857,527,0
-891,590,0
-842,-239,0
713.5,-470,0
51.5,-886.5,0
-43.5,-331.5,1
405,89.5,1
694,-282,1
-72,-499,1
-708.5,-608.5,0
923,340.5,0
664,-570,0
403.5,-757.5,0
636.5,-102,1
-377,730,0
59,207.5,1
-200.5,951,0
-181.5,716,1
-275.5,837.5,0
-837,-299.5,0
718.5,-666,0
556.5,976.5,0
520,360,1
-415.5,814,0
-161.5,-109,1
826.5,699,0
95.5,440,1
703,353,1
-143,603,1
978,-565.5,0
62.5,-816.5,0
-337,-304.5,1
-898.5,717.5,0
-918,-975.5,0
718.5,-533,0
-955.5,-123.5,0
708.5,253.5,1
272,-751,1
172,-247.5,1
817,-486,0
655.5,-294,1
20,-807.5,0
98.5,44,1
239.5,749.5,1
-621.5,-266.5,1
852,166,0
-534,183,1
-876,800,0
811,-21,0
-155,-614,1
29.5,-831.5,0
-418.5,-192.5,1
133,-2.5,1
-946.5,192.5,0
789.5,187,0
267.5,-251.5,1
845.5,792.5,0
-529.5,211.5,1
4.5,507.5,1
600.5,803,0
-831.5,-861,0
-524,644.5,0
-404.5,810,0
626,686,0
53.5,-760,1
-399,-650,1
456,-897.5,0
-939.5,566,0
730,792.5,0
-191.5,-487,1
-692,173,1
184.5,28,1
-893,-374,0
903.5,783,0
-996.5,857,0
300.5,921.5,0
83,840,0
123.5,-17,1
296.5,698,1
-287,-400.5,1
515.5,-359.5,1
680,-623,0
395,219.5,1
-569.5,516.5,1
-206,-524.5,1
-485.5,821,0
576,855.5,0
-582,-830.5,0
816,-774,0
-974,288.5,0
828,-674,0
-778.5,621.5,0
454,452,1
910,-823,0
-859.5,401,0
-441.5,-994,0
-151,25,1
-622.5,-448,1
-135.5,936,0
-756,513,0
995,493.5,0
37,825.5,0
664,-758,0
-325.5,946,0
-348.5,37.5,1
348.5,-228.5,1
965,-454.5,0
632.5,582,0
648,914.5,0
774,-585,0
420,-295,1
-399.5,-512,1
842.5,194.5,0
-47.5,-660.5,1
191.5,9.5,1
-739.5,-863,0
199.5,-573.5,1
-481.5,148,1
-225.5,-462,1
485.5,-838.5,0
181.5,-850,0
527,-107.5,1
287,258.5,1
-25,450,1
-119.5,160,1
-133.5,-457,1
76,736,1
-64,519,1
462.5,568,1
677,687.5,0
-404.5,-751.5,0
95.5,865.5,0
704,-391.5,0
376,832,0
-715.5,265.5,1
280,19,1
85,-458,1
295,-455,1
-914.5,277,0
528,572.5,1
13,-490.5,1
-830.5,383.5,0
-523,-200,1
731,776,0
-402.5,809,0
-60.5,934,0
835,-229.5,0
-992,668.5,0
306,-184.5,1
644,147.5,1
87.5,-211,1
-958,404.5,0
-75,-791,1
215.5,-742.5,1
-904.5,-43.5,0
-233.5,-308.5,1
-13.5,491,1
-402.5,119.5,1
-592,995.5,0
1000,-859.5,0
389,857.5,0
527.5,386.5,1
465.5,700.5,0
483.5,217.5,1
-769,-69.5,1
504.5,-13,1
165.5,706,1
592,325.5,1
325,-841.5,0
-329,815,0
-314.5,673.5,1
315.5,82.5,1
-369.5,977,0
304.5,-957.5,0
-911.5,198,0
-293,342.5,1
632.5,-152.5,1
291.5,81,1
-100.5,-696.5,1
510.5,-156.5,1
10,-667.5,1
-613.5,746.5,0
206.5,-706,1
-276.5,62.5,1
901.5,740,0
960.5,884.5,0
354,592,1
490.5,-867,0
753,-623,0
-256.5,513,1
28,837.5,0
533,-471.5,1
-892,-577.5,0
913.5,-405.5,0
-344,-630.5,1
-168.5,142,1
104,-435,1
-596.5,-501,1
-75.5,-563,1
500,666.5,0
-867.5,-966.5,0
20.5,476.5,1
-772,-637,0
-974,113.5,0
-697,-497.5,0
341.5,-312,1
409.5,-167.5,1
-893.5,997.5,0
-95,996,0
504.5,-561.5,1
524.5,701,0
854.5,124.5,0
-887.5,555.5,0
653,755.5,0
993,-970.5,0
973,836,0
487.5,-629.5,1
-507,-694,0
-724.5,400.5,0
271.5,166.5,1
852,796,0
432,-612,1
-149,839.5,0
-41,224.5,1
-428,477,1
571.5,899,0
344.5,-143,1
725,-496.5,0
408,706,0
883,-294,0
-308.5,-187,1
472,-489.5,1
-124.5,998,0
-617,74,1
-894.5,-321.5,0
377.5,-113,1
-796,929.5,0
139.5,-859,0
-616,-690,0
940.5,804,0
953.5,-475,0
28,704,1
-315.5,57,1
-255,-457.5,1
-948.5,-411.5,0
943,97,0
26,-80.5,1
-353,798.5,0
758.5,-61,1
358,-406.5,1
-598,432,1
114.5,700.5,1
-690,-808,0
642,-929,0
-682,-178.5,1
-278.5,973.5,0
53.5,-83,1
300.5,159.5,1
-717.5,569.5,0
-588.5,-439,1
-863,-891.5,0
97.5,-887,0
154.5,-364.5,1
767,437,0
-432,-595,1
-59.5,573.5,1
949.5,-889,0
653,722,0
-461,-805.5,0
-565,-290,1
-444.5,85,1
-517,566.5,1
-857,284.5,0
604,859,0
-727,350.5,0
-504.5,-719,0
-935,-578.5,0
-655.5,174,1
100.5,-86.5,1
404,-151.5,1
-949,-484.5,0
291.5,381,1
-156.5,-118,1
-769.5,-972,0
236,-703,1
287,-813.5,0
629.5,-79.5,1
212.5,-443.5,1
92.5,94.5,1
-544,-750.5,0
-698,-906.5,0
824.5,-83,0
558.5,-981.5,0
939,-87,0
522.5,-660.5,0
532,23.5,1
873.5,429.5,0
579.5,-106.5,1
-393,801.5,0
-894,243,0
-374.5,920.5,0
-548.5,-200.5,1
-293,552.5,1
-311,601,1
-191,4.5,1
276.5,-863.5,0
952,527.5,0
327.5,-394,1
825.5,-918.5,0
-547.5,-205.5,1
556,337,1
643.5,191,1
515.5,974,0
-684.5,-775,0
497,-325,1
-396,-293.5,1
342.5,839.5,0
350,201.5,1
669,-324.5,1
-624.5,-200.5,1
-182.5,199,1
-658,-674,0
-243,-437.5,1
856.5,471,0
-469,-451.5,1
36,-727.5,1
644.5,-151,1
-573.5,-806.5,0
-512.5,16,1
822,100,0
310.5,-337,1
-573,-939.5,0
-738,-165,1
-166,750,1
258,308,1
-442,70.5,1
-381,-795.5,0
432.5,-79,1
198.5,-391,1
449,-933,0
-703,939,0
-541.5,-890,0
890.5,550.5,0
545,-617,0
-697.5,458.5,0
897,-568,0
426,255.5,1
95,450.5,1
-155.5,-633,1
101.5,770,1
-299.5,111,1
-926.5,-495,0
-827,-200,0
-522.5,-129.5,1
-874,155.5,0
-546,708.5,0
-715,569.5,0
-151,-569,1
-423.5,788,0
-38.5,-535.5,1
-500.5,395,1
-312.5,-11,1
367,-246,1
353.5,301.5,1
566.5,33,1
366.5,138,1
-267.5,565.5,1
93.5,-653.5,1
-414,512,1
14.5,-37,1
501,614,1
-271.5,-872,0
-174,-767.5,1
-49.5,682.5,1
917.5,-49,0
282,-552.5,1
-369.5,734,0
-740.5,-963.5,0
688.5,-859.5,0
946,-163,0
699.5,-146,1
-959.5,-277.5,0
-560.5,622,0
394,324.5,1
104.5,-938,0
391,68.5,1
-145,-248,1
429.5,-628.5,1
226.5,-23,1
223.5,39.5,1
192,-717,1
558.5,680,0
-574,185.5,1
632.5,-206.5,1
-57,-414,1
484.5,-450.5,1
247.5,55,1
-874.5,-950,0
-549.5,-332,1
378.5,-889.5,0
691,-899,0
-666,297.5,1
-906,849,0
287,-49.5,1
868.5,-400.5,0
-880,-694.5,0
-297,-166,1
932.5,-655,0
-896.5,377,0
-738,342.5,0
-675,677,0
-376,594,1
-692,-386,1
-251.5,816.5,0
78,152.5,1
-746,-290.5,0
545,-172,1
-700,4,1
202,58.5,1
872,-192,0
-638,-943.5,0
-541,-196,1
-220.5,815.5,0
-881,525.5,0
-911,251,0
-452.5,569.5,1
-261,-259.5,1
-583,-674.5,0
-415.5,-403,1
344.5,-376,1
551,125.5,1
927,-81,0
108,651,1
-760.5,244.5,1
-691.5,195.5,1
171.5,535,1
301.5,-56,1
-863.5,-135,0
-789,-882,0
-975.5,384.5,0
-956.5,797.5,0
22,167,1
216.5,908,0
-584,-371.5,1
-896,-2.5,0
398,508.5,1
781.5,711,0
-975,730.5,0
985,875.5,0
257.5,-364.5,1
-135.5,718,1
-959.5,349.5,0
309.5,-381.5,1
-407.5,-176.5,1
211,-463.5,1
545.5,-948,0
376.5,-502.5,1
-797.5,316.5,0
-56.5,452,1
-89.5,408.5,1
391.5,597.5,1
490,-936.5,0
341,582.5,1
851,-38.5,0
642,-48.5,1
463.5,-523.5,1
-680,-443.5,0
-121,538,1
-861,860.5,0
-939.5,-451.5,0
561,64.5,1
-706,51,1
275.5,-239,1
-557.5,-727,0
-349,-383.5,1
302,-937,0
-213.5,-121.5,1
-63.5,213.5,1
-167.5,979,0
-590,813.5,0
-500.5,-339,1
431,607.5,1
202,-120,1
-578.5,482,1
-14.5,42,1
-805.5,380.5,0
495,-295.5,1
-673,66.5,1
-689,-319.5,1
-440.5,962.5,0
476,951,0
-727.5,246,1
574,-481.5,1
-826,-877.5,0
918,518,0
-437.5,-715,0
-825.5,-878,0
-904.5,-287,0
-962.5,27,0
-813.5,-513.5,0
-498,277,1
-119.5,-263.5,1
-850.5,960,0
397.5,-108.5,1
-7.5,-762,1
422.5,-697.5,0
563.5,-493,1
408,132,1
241,-188.5,1
672,305,1
-800.5,331.5,0
-198.5,695,1
717,381.5,0
-629,34.5,1
237.5,-50,1
103,-963.5,0
-968.5,-172,0
-584,327.5,1
-943,299.5,0
93.5,-850.5,0
218,284.5,1
-935,-847,0
-414,695.5,0
548,-520,1
795,173,0
212,602.5,1
-203.5,-59.5,1
-937,-170.5,0
-920.5,-157,0
366.5,-551.5,1
463.5,68.5,1
821.5,569.5,0
294.5,822.5,0
848.5,-617.5,0
-590.5,614.5,0
-390.5,-333.5,1
421,920,0
115.5,-114,1
-208.5,-664.5,1
372,-100,1
222,-425.5,1
-904,978,0
51,-673.5,1
-923.5,758.5,0
-777,463.5,0
-954,50,0
323.5,899.5,0
189,-394,1
-957,-858,0
-960,-32,0
255.5,-667.5,1
-37,746,1
-978,-982.5,0
175,240,1
127,778,1
-304.5,-921,0
854.5,440.5,0
569,6,1
195,-414.5,1
516.5,557,1
-368,-115,1
-197.5,-217.5,1
520,336.5,1
733.5,202,1
-130.5,-132,1
22.5,-490,1
-176,843.5,0
-541,328.5,1
-742,-731.5,0
-613,933,0
-973,-852.5,0
-615,-97.5,1
887,-908,0
406,-24,1
-47.5,-107,1
-110,369.5,1
3.5,-393,1
124,717,1
646,211,1
-658,-847,0
838,-39,0
-104.5,-894,0
-266.5,509.5,1
-72,-921,0
108.5,-569.5,1
-833.5,-926,0
-90,-42,1
581.5,712.5,0
-95.5,-74,1
608.5,408,1
-195,-471.5,1
-474,-593.5,1
-58.5,-679,1
-852,418.5,0
-728,183,1
718,-254,1
-633,276,1
282,820,0
207.5,-404,1
-549,997,0
525,-31,1
566.5,-352,1
-910,802.5,0
-449,-277.5,1
-681,209,1
819.5,238,0
-999.5,768.5,0
63,367,1
-574.5,-410.5,1
-258,869.5,0
554,633,0
-142,476,1
-881.5,260.5,0
875.5,115.5,0
397.5,714.5,0
47.5,-842.5,0
885.5,-817.5,0
-643.5,-450.5,1
-472,947.5,0
-681,82,1
-434.5,-142,1
-434,-2,1
-726.5,-202,1
-420,753.5,0
459,581,1
216,659.5,1
-212,-255.5,1
29,-196.5,1
526,650.5,0
-253,214,1
-49.5,-870.5,0
-456.5,43.5,1
-613.5,128.5,1
-881,574.5,0
-793.5,918.5,0
202.5,133.5,1
-423.5,519,1
706,-849,0
621,478.5,1
-913,-106.5,0
-577,-219.5,1
536,-691.5,0
-813,743.5,0
-665,573,0
-921.5,804.5,0
-750,-866,0
807.5,-143.5,0
544,517.5,1
25.5,-816,0
508.5,775,0
-312.5,166,1
415.5,-355.5,1
545,773,0
-980.5,-359.5,0
769,161,1
-730.5,471,0
-773,33.5,1
-842,-327.5,0
263.5,455.5,1
-774.5,891,0
201.5,-569.5,1
-260,458.5,1
975,-545.5,0
346,-831.5,0
537.5,286,1
757,754.5,0
726,271.5,1
352,35.5,1
-405,903.5,0
-796,-695.5,0
-936,-6.5,0
-234,-210,1
-501,-449.5,1
-822.5,693.5,0
-877.5,-580.5,0
299.5,475,1
468,-265.5,1
-334,59.5,1
-970,-264,0
972,-606,0
-117,675,1
-345,33,1
-667.5,-575,0
-652.5,-798,0
358,-474,1
-94.5,770.5,1
-580.5,-846,0
-357,-631,1
795,-412.5,0
-372.5,-373.5,1
-51,-516,1
850,-333.5,0
-493.5,509,1
679,426,0
822,858.5,0
636,-757,0
-589,957,0
-374.5,-413.5,1
-698,-321.5,1
-488.5,-180.5,1
150,-44.5,1
-947.5,-808.5,0
-80,971.5,0
20.5,643,1
-979,-949.5,0
-345.5,921,0
33,32.5,1
-111,-675.5,1
-550.5,-856.5,0
98,686,1
846,4.5,0
468.5,769.5,0
-167,511.5,1
-113,-834.5,0
-998,241,0
-392,306,1
-980.5,926,0
-750.5,-342,0
477,-79,1
886,-194,0
64,179.5,1
947,805.5,0
-249,-546,1
-414.5,682.5,1
-225,225,1
443.5,958,0
-29,-688,1
-858,-6.5,0
7.5,-841.5,0
-559.5,376,1
246.5,471.5,1
258.5,767.5,0
-155,-684.5,1
78,-85.5,1
517.5,-648.5,0
-515.5,364.5,1
389.5,-789.5,0
-774,-154,1
183.5,487,1
-854.5,534,0
852,809,0
27,-842,0
-79.5,-714,1
152,-829.5,0
540.5,-980.5,0
-749,-186,1
974,450,0
960,-96,0
321.5,820.5,0
-116.5,-352.5,1
-973.5,-856.5,0
-11,656.5,1
983,143,0
831.5,824,0
-914,443,0
598,994.5,0
-316.5,-967,0
351.5,789,0
-21.5,-877.5,0
51.5,-932.5,0
780.5,967,0
651,-493.5,0
900,-220,0
-599.5,572.5,0
-175.5,-158.5,1
140.5,873.5,0
-169.5,-591,1
370.5,-824.5,0
-637,-803,0
735,-52,1
-660.5,707,0
32.5,817.5,0
-878,-115,0
-185,-416,1
-405.5,979.5,0
-948.5,373,0
199.5,-757.5,1
-782.5,-210.5,0
-441.5,894.5,0
-871,-95.5,0
-287.5,664,1
833,222,0
875.5,237,0
-412,-112,1
-515.5,71.5,1
-769.5,741.5,0
-307,142.5,1
6,-550,1
667.5,567.5,0
-740,-584,0
-208.5,-955,0
996.5,-623,0
-92,-994.5,0
35.5,669,1
507,230.5,1
45.5,-720,1
547.5,-553,1
-997,884.5,0
203.5,-948,0
-445,828,0
-561.5,428,1
790.5,983,0
-223.5,-679.5,1
-732.5,380,0
663.5,-827.5,0
-916,716,0
609,-870.5,0
-221,532.5,1
-159,962.5,0
-43,751.5,1
-347.5,813.5,0
-134,-270,1
82.5,125.5,1
641.5,-297.5,1
240,182.5,1
605,774,0
-53,-600,1
-490,1000,0
120,417.5,1
184,965.5,0
228.5,-617,1
690,158.5,1
-725.5,-34.5,1
-62.5,293.5,1
-479.5,-496,1
-678,-256,1
762,-345.5,0
68.5,-412,1
771.5,379.5,0
284.5,650.5,1
-362,439,1
508.5,560,1
206.5,-773,0
-685.5,902.5,0
-162,-108,1
-36,-738,1
-45.5,-952,0
849,560.5,0
-367,-966,0
620.5,820,0
429.5,-16,1
879,801,0
919,999,0
16.5,-639,1
330.5,-899.5,0
-311.5,-659.5,1
688.5,141.5,1
285.5,253,1
631,-422.5,1
223,-872.5,0
673,340.5,1
-227,-86.5,1
966.5,-485,0
307.5,620,1
230,-842.5,0
870.5,537.5,0
167,578,1
-989.5,-716.5,0
-781.5,-82,1
-294,944.5,0
-147,-964.5,0
77.5,-553,1
377,-654,1
266,455,1
-22,-333.5,1
-830.5,-12.5,0
454,273,1
506.5,-946,0
866,557.5,0
476,549.5,1
-128.5,-861,0
952.5,440,0
-251,294,1
-638.5,790,0
-913.5,278.5,0
783,-956,0
493.5,-60.5,1
-752.5,82.5,1
-438.5,-479,1
-389,987.5,0
603.5,-422.5,1
502.5,-25,1
56,285.5,1
611.5,357,1
727,851.5,0
-226,-370,1
-852,95,0
780.5,864.5,0
-241.5,-245.5,1
801,-512.5,0
545.5,350.5,1
-965,54.5,0
-685,-235.5,1
-808,-778,0
-919.5,527.5,0
-608.5,-805,0
-877.5,-7,0
-240.5,-160,1
-899,956.5,0
215,-515.5,1
-526,-103.5,1
-0.5,71,1
612,507,1
-255,731,1
-318.5,-904,0
-427.5,-43.5,1
559,869.5,0
-945,1000,0
-772,279,0
-428,993,0
366.5,522,1
936.5,-267.5,0
-345.5,-650.5,1
258.5,-415,1
128,987.5,0
282.5,677.5,1
-783,821.5,0
-385.5,-777.5,0
86.5,444.5,1
0,-409,1
-5,-242.5,1
-572,618,0
538,-474,1
342,997.5,0
-142.5,-390.5,1
682,724.5,0
-685,22,1
693,-374,1
-839.5,-850.5,0
941.5,468.5,0
-515,-598.5,1
919.5,-248,0
578,-637.5,0
410.5,-788.5,0
-132.5,-880.5,0
241,455.5,1
-117.5,-554.5,1
325,-404.5,1
721.5,-804,0
341,329,1
-619,-841.5,0
575,-473.5,1
-856.5,573.5,0
-517,888.5,0
961,753,0
186,-769.5,1
931.5,-284,0
-487.5,242,1
353,-261.5,1
-741.5,-971.5,0
-380.5,351.5,1
-525.5,494,1
874,659,0
-476,25,1
317,-198.5,1
112.5,713,1
-404,-520.5,1
108.5,-944,0
-935,-208,0
-670,255,1
-660.5,883,0
-446.5,-694,0
388.5,-288,1
-111.5,944.5,0
406,899.5,0
55.5,-673,1
-141.5,207,1
-906.5,155.5,0
-824.5,382,0
702.5,-976.5,0
866.5,54,0
900,227.5,0
-464,843,0
10,423,1
-44,-60,1
-239,10.5,1
671,796,0
-672.5,-740,0
-231,876,0
889.5,-842,0
-236.5,110.5,1
-855.5,-835,0
127.5,-141.5,1
704.5,-337.5,1
70,614.5,1
241,797,0
484,167,1
-20.5,706.5,1
678,-505.5,0
-364,877,0
344,190.5,1
-409.5,-518,1
998,111.5,0
-153,723.5,1
503.5,554,1
-374,-864,0
650.5,-876,0
-368,378.5,1
-686,934.5,0
-931,867,0
-419,228.5,1
-88,701,1
835,-187.5,0
446,-675.5,0
548,685.5,0
-892,-235,0
-120.5,434.5,1
327,24,1
7,-942.5,0
-721.5,-926.5,0
-657,-329,1
484,274.5,1
611,-851.5,0
-300,-810.5,0
-638,-442,1
388,822,0
-205,-639,1
412.5,-826.5,0
-381,-17,1
-191.5,944,0
-21,-646,1
-436.5,-910,0
303.5,-275,1
-940,449,0
-529,-684.5,0
-808.5,208,0
-115,-701.5,1
-468,103.5,1
-469,420.5,1
-499,-843,0
432.5,810.5,0
-425,366,1
-694.5,-153.5,1
-287.5,-408.5,1
-161,-357.5,1
120,-953,0
66,-924.5,0
-989.5,962,0
771,-881.5,0
481.5,758,0
-208.5,357.5,1
-458.5,-792.5,0
-0.5,-824,0
-334,597.5,1
864,501,0
616,-207.5,1
49,-526,1
-503,342,1
-426.5,171,1
-157.5,658,1
-540,-363,1
255,-178,1
-567.5,6,1
-442.5,79.5,1
-603,543.5,0
-825.5,-236.5,0
-343,-811,0
-47,911.5,0
438,-270,1
299.5,-90,1
-684.5,455.5,0
380.5,-178,1
945.5,904.5,0
-862,361.5,0
-237.5,308.5,1
-383.5,859.5,0
286,716,1
-457,922.5,0
930,-157.5,0
133,754.5,1
727.5,733,0
997,176.5,0
298.5,125.5,1
61,954,0
325.5,603,1
-798,43,1
-443,298.5,1
125.5,-421.5,1
-40.5,-393,1
275,-911.5,0
416.5,466,1
-243,-447,1
-286,351.5,1
495,-297.5,1
-633,756,0
-350.5,310.5,1
670,313,1
-584,-177,1
-894.5,835.5,0
257,-780.5,0
-935.5,-493,0
423,-848.5,0
-989.5,-678.5,0
399,729.5,0
340.5,707.5,1
-662.5,849,0
-151.5,517,1
-597,760,0
125.5,-252.5,1
542,106,1
892.5,781,0
-48.5,681.5,1
-265,548,1
-240,281.5,1
777,747.5,0
0.5,-278.5,1
904,765,0
-90.5,636.5,1
302.5,188,1
323,-174,1
155,-578,1
-45,-564,1
-742,-991,0
-286.5,-217.5,1
-65.5,-89.5,1
12,-134,1
-199,-222.5,1
779.5,687,0
-353,-586.5,1
601.5,693.5,0
518.5,-571,1
-245,-314.5,1
170.5,89.5,1
-490,152.5,1
529.5,965,0
215,89,1
-317.5,-821.5,0
-121,-550,1
-998.5,739,0
649,-537,0
431,339,1
322.5,888.5,0
747.5,440.5,0
509,507.5,1
-466,-148,1
-476,-761.5,0
432,633.5,1
231,-115.5,1
-824,-210.5,0
404.5,638.5,1
572.5,-981.5,0
397.5,444,1
151.5,555.5,1
692,806.5,0
